Date,Source,StartTime,EndTime,DeltaTime,start_time,end_time,source_class,source_class_specific
9-Aug,Vessel noise,5:29,6:17,0:48,2018.08.09T05:29:00.000,2018.08.09T06:17:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,7:53,8:43,0:50,2018.08.09T07:53:00.000,2018.08.09T08:43:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,10:19,11:08,0:49,2018.08.09T10:19:00.000,2018.08.09T11:08:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,12:47,13:38,0:51,2018.08.09T12:47:00.000,2018.08.09T13:38:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,15:15,16:02,0:47,2018.08.09T15:15:00.000,2018.08.09T16:02:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,17:42,18:27,0:45,2018.08.09T17:42:00.000,2018.08.09T18:27:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,20:07,20:50,0:43,2018.08.09T20:07:00.000,2018.08.09T20:50:00.000,Anthropogenic,Vessel noise
9-Aug,Vessel noise,22:28,23:24,0:56,2018.08.09T22:28:00.000,2018.08.09T23:24:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,1:05,1:54,0:49,2018.08.10T01:05:00.000,2018.08.10T01:54:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,3:31,4:22,0:51,2018.08.10T03:31:00.000,2018.08.10T04:22:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,6:01,6:51,0:50,2018.08.10T06:01:00.000,2018.08.10T06:51:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,8:33,9:23,0:50,2018.08.10T08:33:00.000,2018.08.10T09:23:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,11:13,12:03,0:50,2018.08.10T11:13:00.000,2018.08.10T12:03:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,13:52,14:41,0:49,2018.08.10T13:52:00.000,2018.08.10T14:41:00.000,Anthropogenic,Vessel noise
10-Aug,Vessel noise,22:22,23:14,0:52,2018.08.10T22:22:00.000,2018.08.10T23:14:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,1:13,2:08,0:55,2018.08.11T01:13:00.000,2018.08.11T02:08:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,4:16,5:05,0:49,2018.08.11T04:16:00.000,2018.08.11T05:05:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,7:32,8:25,0:53,2018.08.11T07:32:00.000,2018.08.11T08:25:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,10:46,11:40,0:54,2018.08.11T10:46:00.000,2018.08.11T11:40:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,14:05,14:56,0:51,2018.08.11T14:05:00.000,2018.08.11T14:56:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,17:21,18:10,0:49,2018.08.11T17:21:00.000,2018.08.11T18:10:00.000,Anthropogenic,Vessel noise
11-Aug,Vessel noise,20:38,21:29,0:51,2018.08.11T20:38:00.000,2018.08.11T21:29:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,0:00,0:49,0:49,2018.08.12T00:00:00.000,2018.08.12T00:49:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,3:15,4:08,0:53,2018.08.12T03:15:00.000,2018.08.12T04:08:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,6:35,7:28,0:53,2018.08.12T06:35:00.000,2018.08.12T07:28:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,9:56,10:46,0:50,2018.08.12T09:56:00.000,2018.08.12T10:46:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,13:18,14:09,0:51,2018.08.12T13:18:00.000,2018.08.12T14:09:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,16:49,17:40,0:51,2018.08.12T16:49:00.000,2018.08.12T17:40:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,20:14,21:02,0:48,2018.08.12T20:14:00.000,2018.08.12T21:02:00.000,Anthropogenic,Vessel noise
12-Aug,Vessel noise,23:45,23:59,0:14,2018.08.12T23:45:00.000,2018.08.12T23:59:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,0:00,0:34,0:34,2018.08.13T00:00:00.000,2018.08.13T00:34:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,3:17,4:03,0:46,2018.08.13T03:17:00.000,2018.08.13T04:03:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,6:38,7:29,0:51,2018.08.13T06:38:00.000,2018.08.13T07:29:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,10:03,10:47,0:44,2018.08.13T10:03:00.000,2018.08.13T10:47:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,13:03,13:56,0:53,2018.08.13T13:03:00.000,2018.08.13T13:56:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,16:15,17:07,0:52,2018.08.13T16:15:00.000,2018.08.13T17:07:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,19:19,20:08,0:49,2018.08.13T19:19:00.000,2018.08.13T20:08:00.000,Anthropogenic,Vessel noise
13-Aug,Vessel noise,22:09,22:52,0:43,2018.08.13T22:09:00.000,2018.08.13T22:52:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,0:50,1:42,0:52,2018.08.14T00:50:00.000,2018.08.14T01:42:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,3:38,4:25,0:47,2018.08.14T03:38:00.000,2018.08.14T04:25:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,6:18,7:12,0:54,2018.08.14T06:18:00.000,2018.08.14T07:12:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,9:02,9:52,0:50,2018.08.14T09:02:00.000,2018.08.14T09:52:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,11:41,12:34,0:53,2018.08.14T11:41:00.000,2018.08.14T12:34:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,14:24,15:16,0:52,2018.08.14T14:24:00.000,2018.08.14T15:16:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,17:11,18:02,0:51,2018.08.14T17:11:00.000,2018.08.14T18:02:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,19:57,20:50,0:53,2018.08.14T19:57:00.000,2018.08.14T20:50:00.000,Anthropogenic,Vessel noise
14-Aug,Vessel noise,22:47,23:39,0:52,2018.08.14T22:47:00.000,2018.08.14T23:39:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,1:42,2:32,0:50,2018.08.15T01:42:00.000,2018.08.15T02:32:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,4:46,5:41,0:55,2018.08.15T04:46:00.000,2018.08.15T05:41:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,7:57,8:47,0:50,2018.08.15T07:57:00.000,2018.08.15T08:47:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,11:02,11:51,0:49,2018.08.15T11:02:00.000,2018.08.15T11:51:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,14:10,15:02,0:52,2018.08.15T14:10:00.000,2018.08.15T15:02:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,17:22,18:13,0:51,2018.08.15T17:22:00.000,2018.08.15T18:13:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,20:39,21:30,0:51,2018.08.15T20:39:00.000,2018.08.15T21:30:00.000,Anthropogenic,Vessel noise
15-Aug,Vessel noise,23:56,23:59,0:03,2018.08.15T23:56:00.000,2018.08.15T23:59:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,0:00,0:49,0:49,2018.08.16T00:00:00.000,2018.08.16T00:49:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,3:53,4:14,0:21,2018.08.16T03:53:00.000,2018.08.16T04:14:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,6:45,7:37,0:52,2018.08.16T06:45:00.000,2018.08.16T07:37:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,9:52,10:42,0:50,2018.08.16T09:52:00.000,2018.08.16T10:42:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,13:18,13:37,0:19,2018.08.16T13:18:00.000,2018.08.16T13:37:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,15:42,16:33,0:51,2018.08.16T15:42:00.000,2018.08.16T16:33:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,18:47,19:26,0:39,2018.08.16T18:47:00.000,2018.08.16T19:26:00.000,Anthropogenic,Vessel noise
16-Aug,Vessel noise,21:38,22:12,0:34,2018.08.16T21:38:00.000,2018.08.16T22:12:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,0:40,1:30,0:50,2018.08.17T00:40:00.000,2018.08.17T01:30:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,4:00,4:35,0:35,2018.08.17T04:00:00.000,2018.08.17T04:35:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,7:29,7:43,0:14,2018.08.17T07:29:00.000,2018.08.17T07:43:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,9:59,10:48,0:49,2018.08.17T09:59:00.000,2018.08.17T10:48:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,13:03,13:54,0:51,2018.08.17T13:03:00.000,2018.08.17T13:54:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,16:11,17:04,0:53,2018.08.17T16:11:00.000,2018.08.17T17:04:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,19:28,20:19,0:51,2018.08.17T19:28:00.000,2018.08.17T20:19:00.000,Anthropogenic,Vessel noise
17-Aug,Vessel noise,22:49,23:40,0:51,2018.08.17T22:49:00.000,2018.08.17T23:40:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,2:08,2:58,0:50,2018.08.18T02:08:00.000,2018.08.18T02:58:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,5:17,6:10,0:53,2018.08.18T05:17:00.000,2018.08.18T06:10:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,8:26,9:20,0:54,2018.08.18T08:26:00.000,2018.08.18T09:20:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,11:30,12:20,0:50,2018.08.18T11:30:00.000,2018.08.18T12:20:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,14:37,15:29,0:52,2018.08.18T14:37:00.000,2018.08.18T15:29:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,17:46,18:36,0:50,2018.08.18T17:46:00.000,2018.08.18T18:36:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,20:51,21:42,0:51,2018.08.18T20:51:00.000,2018.08.18T21:42:00.000,Anthropogenic,Vessel noise
18-Aug,Vessel noise,23:53,23:59,0:06,2018.08.18T23:53:00.000,2018.08.18T23:59:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,0:00,0:45,0:45,2018.08.19T00:00:00.000,2018.08.19T00:45:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,3:00,3:54,0:54,2018.08.19T03:00:00.000,2018.08.19T03:54:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,5:57,6:48,0:51,2018.08.19T05:57:00.000,2018.08.19T06:48:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,8:45,9:35,0:50,2018.08.19T08:45:00.000,2018.08.19T09:35:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,11:20,12:11,0:51,2018.08.19T11:20:00.000,2018.08.19T12:11:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,13:54,14:45,0:51,2018.08.19T13:54:00.000,2018.08.19T14:45:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,16:31,17:24,0:53,2018.08.19T16:31:00.000,2018.08.19T17:24:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,19:10,20:03,0:53,2018.08.19T19:10:00.000,2018.08.19T20:03:00.000,Anthropogenic,Vessel noise
19-Aug,Vessel noise,21:42,22:34,0:52,2018.08.19T21:42:00.000,2018.08.19T22:34:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,0:12,1:02,0:50,2018.08.20T00:12:00.000,2018.08.20T01:02:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,5:20,6:11,0:51,2018.08.20T05:20:00.000,2018.08.20T06:11:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,7:48,8:35,0:47,2018.08.20T07:48:00.000,2018.08.20T08:35:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,10:14,11:07,0:53,2018.08.20T10:14:00.000,2018.08.20T11:07:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,12:47,13:38,0:51,2018.08.20T12:47:00.000,2018.08.20T13:38:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,15:17,16:10,0:53,2018.08.20T15:17:00.000,2018.08.20T16:10:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,17:52,18:44,0:52,2018.08.20T17:52:00.000,2018.08.20T18:44:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,20:19,21:11,0:52,2018.08.20T20:19:00.000,2018.08.20T21:11:00.000,Anthropogenic,Vessel noise
20-Aug,Vessel noise,22:53,23:45,0:52,2018.08.20T22:53:00.000,2018.08.20T23:45:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,1:25,2:18,0:53,2018.08.21T01:25:00.000,2018.08.21T02:18:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,3:59,4:52,0:53,2018.08.21T03:59:00.000,2018.08.21T04:52:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,6:36,7:26,0:50,2018.08.21T06:36:00.000,2018.08.21T07:26:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,9:18,10:09,0:51,2018.08.21T09:18:00.000,2018.08.21T10:09:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,12:03,12:56,0:53,2018.08.21T12:03:00.000,2018.08.21T12:56:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,14:56,15:46,0:50,2018.08.21T14:56:00.000,2018.08.21T15:46:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,17:39,18:32,0:53,2018.08.21T17:39:00.000,2018.08.21T18:32:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,20:30,21:24,0:54,2018.08.21T20:30:00.000,2018.08.21T21:24:00.000,Anthropogenic,Vessel noise
21-Aug,Vessel noise,23:37,23:59,0:22,2018.08.21T23:37:00.000,2018.08.21T23:59:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,0:00,0:31,0:31,2018.08.22T00:00:00.000,2018.08.22T00:31:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,3:03,3:51,0:48,2018.08.22T03:03:00.000,2018.08.22T03:51:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,6:15,7:11,0:56,2018.08.22T06:15:00.000,2018.08.22T07:11:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,9:43,10:38,0:55,2018.08.22T09:43:00.000,2018.08.22T10:38:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,13:09,13:59,0:50,2018.08.22T13:09:00.000,2018.08.22T13:59:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,16:27,17:16,0:49,2018.08.22T16:27:00.000,2018.08.22T17:16:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,19:57,20:51,0:54,2018.08.22T19:57:00.000,2018.08.22T20:51:00.000,Anthropogenic,Vessel noise
22-Aug,Vessel noise,23:31,23:59,0:28,2018.08.22T23:31:00.000,2018.08.22T23:59:00.000,Anthropogenic,Vessel noise
23-Aug,Vessel noise,0:00,0:24,0:24,2018.08.23T00:00:00.000,2018.08.23T00:24:00.000,Anthropogenic,Vessel noise
23-Aug,Vessel noise,3:00,3:54,0:54,2018.08.23T03:00:00.000,2018.08.23T03:54:00.000,Anthropogenic,Vessel noise
23-Aug,Vessel noise,6:24,7:16,0:52,2018.08.23T06:24:00.000,2018.08.23T07:16:00.000,Anthropogenic,Vessel noise
23-Aug,Vessel noise,9:59,10:53,0:54,2018.08.23T09:59:00.000,2018.08.23T10:53:00.000,Anthropogenic,Vessel noise
23-Aug,Vessel noise,13:34,14:29,0:55,2018.08.23T13:34:00.000,2018.08.23T14:29:00.000,Anthropogenic,Vessel noise
23-Aug,Vessel noise,17:04,17:55,0:51,2018.08.23T17:04:00.000,2018.08.23T17:55:00.000,Anthropogenic,Vessel noise
23-Aug,Vessel noise,20:24,21:18,0:54,2018.08.23T20:24:00.000,2018.08.23T21:18:00.000,Anthropogenic,Vessel noise
23-Aug,Vessel noise,23:47,23:59,0:12,2018.08.23T23:47:00.000,2018.08.23T23:59:00.000,Anthropogenic,Vessel noise
24-Aug,Vessel noise,0:00,0:40,0:40,2018.08.24T00:00:00.000,2018.08.24T00:40:00.000,Anthropogenic,Vessel noise
24-Aug,Vessel noise,3:07,4:00,0:53,2018.08.24T03:07:00.000,2018.08.24T04:00:00.000,Anthropogenic,Vessel noise
24-Aug,Vessel noise,6:19,7:10,0:51,2018.08.24T06:19:00.000,2018.08.24T07:10:00.000,Anthropogenic,Vessel noise
24-Aug,Vessel noise,9:09,10:01,0:52,2018.08.24T09:09:00.000,2018.08.24T10:01:00.000,Anthropogenic,Vessel noise
24-Aug,Vessel noise,12:01,12:56,0:55,2018.08.24T12:01:00.000,2018.08.24T12:56:00.000,Anthropogenic,Vessel noise
24-Aug,Vessel noise,14:58,15:51,0:53,2018.08.24T14:58:00.000,2018.08.24T15:51:00.000,Anthropogenic,Vessel noise
24-Aug,Vessel noise,17:56,18:47,0:51,2018.08.24T17:56:00.000,2018.08.24T18:47:00.000,Anthropogenic,Vessel noise
24-Aug,Vessel noise,20:43,21:36,0:53,2018.08.24T20:43:00.000,2018.08.24T21:36:00.000,Anthropogenic,Vessel noise
24-Aug,Vessel noise,23:31,23:59,0:28,2018.08.24T23:31:00.000,2018.08.24T23:59:00.000,Anthropogenic,Vessel noise
25-Aug,Vessel noise,0:00,0:22,0:22,2018.08.25T00:00:00.000,2018.08.25T00:22:00.000,Anthropogenic,Vessel noise
25-Aug,Vessel noise,2:14,3:05,0:51,2018.08.25T02:14:00.000,2018.08.25T03:05:00.000,Anthropogenic,Vessel noise
25-Aug,Vessel noise,5:04,5:59,0:55,2018.08.25T05:04:00.000,2018.08.25T05:59:00.000,Anthropogenic,Vessel noise
25-Aug,Vessel noise,7:48,8:41,0:53,2018.08.25T07:48:00.000,2018.08.25T08:41:00.000,Anthropogenic,Vessel noise
25-Aug,Vessel noise,10:30,11:22,0:52,2018.08.25T10:30:00.000,2018.08.25T11:22:00.000,Anthropogenic,Vessel noise
25-Aug,Vessel noise,13:10,14:05,0:55,2018.08.25T13:10:00.000,2018.08.25T14:05:00.000,Anthropogenic,Vessel noise
25-Aug,Vessel noise,15:54,16:46,0:52,2018.08.25T15:54:00.000,2018.08.25T16:46:00.000,Anthropogenic,Vessel noise
25-Aug,Vessel noise,18:36,19:28,0:52,2018.08.25T18:36:00.000,2018.08.25T19:28:00.000,Anthropogenic,Vessel noise
25-Aug,Vessel noise,21:20,22:15,0:55,2018.08.25T21:20:00.000,2018.08.25T22:15:00.000,Anthropogenic,Vessel noise
26-Aug,Vessel noise,0:06,0:59,0:53,2018.08.26T00:06:00.000,2018.08.26T00:59:00.000,Anthropogenic,Vessel noise
26-Aug,Vessel noise,2:52,3:46,0:54,2018.08.26T02:52:00.000,2018.08.26T03:46:00.000,Anthropogenic,Vessel noise
26-Aug,Vessel noise,5:50,6:44,0:54,2018.08.26T05:50:00.000,2018.08.26T06:44:00.000,Anthropogenic,Vessel noise
26-Aug,Vessel noise,8:35,9:26,0:51,2018.08.26T08:35:00.000,2018.08.26T09:26:00.000,Anthropogenic,Vessel noise
26-Aug,Vessel noise,11:23,12:17,0:54,2018.08.26T11:23:00.000,2018.08.26T12:17:00.000,Anthropogenic,Vessel noise
26-Aug,Vessel noise,14:09,15:02,0:53,2018.08.26T14:09:00.000,2018.08.26T15:02:00.000,Anthropogenic,Vessel noise
26-Aug,Vessel noise,17:03,17:52,0:49,2018.08.26T17:03:00.000,2018.08.26T17:52:00.000,Anthropogenic,Vessel noise
26-Aug,Vessel noise,19:51,20:41,0:50,2018.08.26T19:51:00.000,2018.08.26T20:41:00.000,Anthropogenic,Vessel noise
26-Aug,Vessel noise,22:43,23:35,0:52,2018.08.26T22:43:00.000,2018.08.26T23:35:00.000,Anthropogenic,Vessel noise
27-Aug,Vessel noise,1:34,2:25,0:51,2018.08.27T01:34:00.000,2018.08.27T02:25:00.000,Anthropogenic,Vessel noise
27-Aug,Vessel noise,4:41,5:35,0:54,2018.08.27T04:41:00.000,2018.08.27T05:35:00.000,Anthropogenic,Vessel noise
27-Aug,Vessel noise,7:42,8:34,0:52,2018.08.27T07:42:00.000,2018.08.27T08:34:00.000,Anthropogenic,Vessel noise
27-Aug,Vessel noise,10:45,11:37,0:52,2018.08.27T10:45:00.000,2018.08.27T11:37:00.000,Anthropogenic,Vessel noise
27-Aug,Vessel noise,13:45,14:37,0:52,2018.08.27T13:45:00.000,2018.08.27T14:37:00.000,Anthropogenic,Vessel noise
27-Aug,Vessel noise,16:46,17:38,0:52,2018.08.27T16:46:00.000,2018.08.27T17:38:00.000,Anthropogenic,Vessel noise
27-Aug,Vessel noise,19:44,20:37,0:53,2018.08.27T19:44:00.000,2018.08.27T20:37:00.000,Anthropogenic,Vessel noise
27-Aug,Vessel noise,22:43,23:36,0:53,2018.08.27T22:43:00.000,2018.08.27T23:36:00.000,Anthropogenic,Vessel noise
28-Aug,Vessel noise,1:39,2:33,0:54,2018.08.28T01:39:00.000,2018.08.28T02:33:00.000,Anthropogenic,Vessel noise
28-Aug,Vessel noise,4:37,5:30,0:53,2018.08.28T04:37:00.000,2018.08.28T05:30:00.000,Anthropogenic,Vessel noise
28-Aug,Vessel noise,7:29,8:22,0:53,2018.08.28T07:29:00.000,2018.08.28T08:22:00.000,Anthropogenic,Vessel noise
28-Aug,Vessel noise,10:28,11:18,0:50,2018.08.28T10:28:00.000,2018.08.28T11:18:00.000,Anthropogenic,Vessel noise
28-Aug,Vessel noise,13:34,14:27,0:53,2018.08.28T13:34:00.000,2018.08.28T14:27:00.000,Anthropogenic,Vessel noise
28-Aug,Vessel noise,17:04,17:58,0:54,2018.08.28T17:04:00.000,2018.08.28T17:58:00.000,Anthropogenic,Vessel noise
28-Aug,Vessel noise,20:22,21:14,0:52,2018.08.28T20:22:00.000,2018.08.28T21:14:00.000,Anthropogenic,Vessel noise
28-Aug,Vessel noise,23:35,23:59,0:24,2018.08.28T23:35:00.000,2018.08.28T23:59:00.000,Anthropogenic,Vessel noise
29-Aug,Vessel noise,0:00,0:29,0:29,2018.08.29T00:00:00.000,2018.08.29T00:29:00.000,Anthropogenic,Vessel noise
29-Aug,Vessel noise,2:56,3:47,0:51,2018.08.29T02:56:00.000,2018.08.29T03:47:00.000,Anthropogenic,Vessel noise
29-Aug,Vessel noise,6:14,7:05,0:51,2018.08.29T06:14:00.000,2018.08.29T07:05:00.000,Anthropogenic,Vessel noise
29-Aug,Vessel noise,9:42,10:36,0:54,2018.08.29T09:42:00.000,2018.08.29T10:36:00.000,Anthropogenic,Vessel noise
29-Aug,Vessel noise,13:39,14:07,0:28,2018.08.29T13:39:00.000,2018.08.29T14:07:00.000,Anthropogenic,Vessel noise
29-Aug,Vessel noise,16:59,17:45,0:46,2018.08.29T16:59:00.000,2018.08.29T17:45:00.000,Anthropogenic,Vessel noise
29-Aug,Vessel noise,20:14,21:05,0:51,2018.08.29T20:14:00.000,2018.08.29T21:05:00.000,Anthropogenic,Vessel noise
29-Aug,Vessel noise,23:39,23:59,0:20,2018.08.29T23:39:00.000,2018.08.29T23:59:00.000,Anthropogenic,Vessel noise
30-Aug,Vessel noise,0:00,0:32,0:32,2018.08.30T00:00:00.000,2018.08.30T00:32:00.000,Anthropogenic,Vessel noise
30-Aug,Vessel noise,3:16,4:08,0:52,2018.08.30T03:16:00.000,2018.08.30T04:08:00.000,Anthropogenic,Vessel noise
30-Aug,Vessel noise,6:55,7:47,0:52,2018.08.30T06:55:00.000,2018.08.30T07:47:00.000,Anthropogenic,Vessel noise
30-Aug,Vessel noise,10:43,11:35,0:52,2018.08.30T10:43:00.000,2018.08.30T11:35:00.000,Anthropogenic,Vessel noise
30-Aug,Vessel noise,14:31,15:22,0:51,2018.08.30T14:31:00.000,2018.08.30T15:22:00.000,Anthropogenic,Vessel noise
22-Jul,Vessel noise,18:53,19:27,0:34,2018.07.22T18:53:00.000,2018.07.22T19:27:00.000,Anthropogenic,Vessel noise
22-Jul,Vessel noise,20:02,20:36,0:34,2018.07.22T20:02:00.000,2018.07.22T20:36:00.000,Anthropogenic,Vessel noise
22-Jul,Vessel noise,21:00,21:38,0:38,2018.07.22T21:00:00.000,2018.07.22T21:38:00.000,Anthropogenic,Vessel noise
22-Jul,Vessel noise,22:10,22:48,0:38,2018.07.22T22:10:00.000,2018.07.22T22:48:00.000,Anthropogenic,Vessel noise
22-Jul,Vessel noise,23:08,23:48,0:40,2018.07.22T23:08:00.000,2018.07.22T23:48:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,0:17,0:55,0:38,2018.07.23T00:17:00.000,2018.07.23T00:55:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,1:13,1:53,0:40,2018.07.23T01:13:00.000,2018.07.23T01:53:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,2:23,3:00,0:37,2018.07.23T02:23:00.000,2018.07.23T03:00:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,3:18,3:58,0:40,2018.07.23T03:18:00.000,2018.07.23T03:58:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,4:30,5:09,0:39,2018.07.23T04:30:00.000,2018.07.23T05:09:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,5:29,6:08,0:39,2018.07.23T05:29:00.000,2018.07.23T06:08:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,6:42,7:16,0:34,2018.07.23T06:42:00.000,2018.07.23T07:16:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,7:40,8:19,0:39,2018.07.23T07:40:00.000,2018.07.23T08:19:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,8:51,9:28,0:37,2018.07.23T08:51:00.000,2018.07.23T09:28:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,9:49,10:29,0:40,2018.07.23T09:49:00.000,2018.07.23T10:29:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,10:58,11:35,0:37,2018.07.23T10:58:00.000,2018.07.23T11:35:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,11:55,12:39,0:44,2018.07.23T11:55:00.000,2018.07.23T12:39:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,13:10,13:54,0:44,2018.07.23T13:10:00.000,2018.07.23T13:54:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,14:13,14:57,0:44,2018.07.23T14:13:00.000,2018.07.23T14:57:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,15:30,16:13,0:43,2018.07.23T15:30:00.000,2018.07.23T16:13:00.000,Anthropogenic,Vessel noise
23-Jul,Vessel noise,16:34,17:18,0:44,2018.07.23T16:34:00.000,2018.07.23T17:18:00.000,Anthropogenic,Vessel noise
